Date,Capture Site,Capture UTM-Y,Capture UTM-X,Length (mm),Weight (g),Dorsal Gap (mm),Girth (mm),Genetic,PIT Tagged (Y/N),Status,,PIT Tag #,Radio Tag #,Surgery Time (MM:SS),Injuries,Recovery Tank Temp,Release Site,Release UTM-X,Release UTM-Y,Release Time,Release Temp,Tank Water Temp,Tagger,Genetic,,Lamprey ID,,,
8/17/2023,Bonneville,5053791.66,581428.23,670,558,17,46,4222,Y,Alive,636,3D6.1D59577636,440378,,,,WS,618811.36,4984291.2,,,,,4222,CI-122,LI-122,M-122,,
8/17/2023,Bonneville,5053791.66,581428.23,655,564,17,35,4223,Y,Alive,434,3D6.1D59577434,440377,,,,BEAV,611558.12,4980505.68,,,,,4223,CI-123,LI-123,M-123,,
8/17/2023,Bonneville,5053791.66,581428.23,630,491,17,39,4224,Y,Alive,46B,3D6.1D5957746B,440381,,,,WS,618811.36,4984291.2,,,,,4224,CI-124,LI-124,M-124,,
8/17/2023,Bonneville,5053791.66,581428.23,680,643,18,41,4225,Y,Alive,46F,3D6.1D5957746F,440382,,,,BEAV,611558.12,4980505.68,,,,,4225,CI-125,LI-125,M-125,,
8/17/2023,Bonneville,5053791.66,581428.23,710,599,18,39,4226,Y,Alive,616,3D6.1D59577616,440385,,,,BEAV,611558.12,4980505.68,,,,,4226,CI-126,LI-126,M-126,,
8/17/2023,Bonneville,5053791.66,581428.23,660,597,16,45,4227,Y,Alive,437,3D6.1D59577437,440383,,,,WS,618811.36,4984291.2,,,,,4227,CI-127,LI-127,M-127,,
8/17/2023,Bonneville,5053791.66,581428.23,660,564,17,40,4228,Y,Alive,41B,3D6.1D5957741B,440384,,,,BEAV,611558.12,4980505.68,,,,,4228,CI-128,LI-128,M-128,,
8/17/2023,Bonneville,5053791.66,581428.23,630,487,16,40,4229,Y,Alive,431,3D6.1D59577431,440386,,,,BEAV,611558.12,4980505.68,,,,,4229,CI-129,LI-129,M-129,,
8/17/2023,Bonneville,5053791.66,581428.23,700,625,17,40,4230,Y,Alive,453,3D6.1D59577453,440387,,,,WS,618811.36,4984291.2,,,,,4230,CI-130,LI-130,M-130,,
8/17/2023,Bonneville,5053791.66,581428.23,660,528,15,39,4231,Y,Alive,62C,3D6.1D5957762C,440388,,,,WS,618811.36,4984291.2,,,,,4231,CI-131,LI-131,M-131,,
8/17/2023,Bonneville,5053791.66,581428.23,670,580,16,37,4232,Y,Alive,43C,3D6.1D5957743C,440389,,,,WS,618811.36,4984291.2,,,,,4232,CI-132,LI-132,M-132,,
8/17/2023,Bonneville,5053791.66,581428.23,700,543,18,40,4233,Y,Alive,45A,3D6.1D5957745A,440390,,,,BEAV,611558.12,4980505.68,,,,,4233,CI-133,LI-133,M-133,,
8/17/2023,Bonneville,5053791.66,581428.23,680,514,17,36,4234,Y,Alive,45D,3D6.1D5957745D,440391,,,,WS,618811.36,4984291.2,,,,,4234,CI-134,LI-134,M-134,,
8/17/2023,Bonneville,5053791.66,581428.23,660,550,17,42,4235,Y,Alive,43F,3D6.1D5957743F,440392,,,,BEAV,611558.12,4980505.68,,,,,4235,CI-135,LI-135,M-135,,
8/17/2023,Bonneville,5053791.66,581428.23,700,585,19,42,4236,Y,Alive,626,3D6.1D59577626,440393,,,,WS,618811.36,4984291.2,,,,,4236,CI-136,LI-136,M-136,,
8/17/2023,Bonneville,5053791.66,581428.23,710,518,18,33,4237,Y,Alive,43E,3D6.1D5957743E,440394,,,,BEAV,611558.12,4980505.68,,,,,4237,CI-137,LI-137,M-137,,
8/17/2023,Bonneville,5053791.66,581428.23,660,541,16,38,4238,Y,Alive,452,3D6.1D59577452,440395,,,,BEAV,611558.12,4980505.68,,,,,4238,CI-138,LI-138,M-138,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
